Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,38.722500,39.712502,35.500000,36.982498,35.450970,966947200
2019-01-08,37.389999,38.632500,37.130001,37.500000,35.947044,725470000
2019-01-15,37.567501,39.470001,37.512501,39.205002,37.581432,491411200
2019-01-22,39.102501,39.532501,37.924999,39.075001,37.456810,554774800
2019-01-29,39.062500,42.915001,38.527500,42.812500,41.039536,830400800
2019-02-05,43.215000,43.892502,42.105000,42.357498,40.603382,563585200
2019-02-12,42.525002,43.119999,42.345001,42.605000,41.015778,364944800
2019-02-19,42.427502,43.967499,42.372501,43.557499,41.932755,412494000
2019-02-26,43.427502,44.437500,43.182499,43.962502,42.322639,505773600
2019-03-05,43.985001,44.779999,42.375000,44.724998,43.056705,485418400
2019-03-12,45.000000,47.097500,44.842499,47.005001,45.251663,609369200
2019-03-19,47.087502,49.422501,46.182499,47.185001,45.424950,799875200
2019-03-26,47.915001,48.220001,46.145000,47.810001,46.026623,607421200
2019-04-02,47.772499,50.057499,47.762501,50.025002,48.159012,438240400
2019-04-09,50.080002,50.712502,49.052502,49.807499,47.949619,494646400
2019-04-16,49.865002,51.235001,49.639999,51.132500,49.225204,392954000
2019-04-23,51.107498,52.119999,50.529999,51.152500,49.244461,401042400
2019-04-30,50.764999,53.827499,49.777500,52.119999,50.175865,786776000
2019-05-07,51.470001,51.855000,45.712502,46.430000,44.698109,794604400
2019-05-14,46.602501,48.117500,45.070000,45.772499,44.234837,670388800
2019-05-21,46.305000,47.000000,44.452499,44.742500,43.239433,473431200
2019-05-28,44.730000,45.147499,42.567501,43.325001,41.869549,580350000
2019-06-04,43.860001,48.842499,43.630001,48.145000,46.527618,560692000
2019-06-11,48.715000,49.197498,47.575001,48.472500,46.844128,401165200
2019-06-18,49.012501,50.212502,48.802502,49.645000,47.977242,540840800
2019-06-25,49.607498,51.122501,48.822498,50.387501,48.694801,505604400
2019-07-02,50.352501,51.270000,49.602501,50.005001,48.325150,283605200
2019-07-09,49.799999,51.467499,49.702499,51.302502,49.579056,372838000
2019-07-16,51.147499,51.807499,50.590000,51.805000,50.064678,370888400
2019-07-23,52.115002,52.660000,51.682499,52.419998,50.659012,346194800
2019-07-30,52.189999,55.342499,48.145000,48.334999,46.711246,1001960400
2019-08-06,49.077499,50.882500,48.455002,50.119999,48.436279,573201200
2019-08-13,50.255001,53.182499,49.917500,52.587502,51.013977,652109200
2019-08-20,52.720001,53.610001,50.250000,51.622501,50.077862,574140000
2019-08-27,51.965000,52.612499,50.830002,52.185001,50.623528,335784000
2019-09-03,51.607498,54.110001,51.055000,53.542500,51.940407,439186000
2019-09-10,53.465000,56.605000,52.927502,54.974998,53.330040,676862400
2019-09-17,54.990002,55.939999,54.367500,54.680000,53.043873,561191600
2019-09-24,55.257500,56.145000,54.285000,55.992500,54.317097,493028400
2019-10-01,56.267502,57.482498,53.782501,56.764999,55.066475,652883200
2019-10-08,56.455002,59.532501,56.082500,58.967499,57.203075,562827200
2019-10-15,59.097500,60.247501,58.299999,60.127499,58.328373,413529200
2019-10-22,60.290001,62.312500,59.904999,62.262501,60.399483,397447600
2019-10-29,62.242500,64.462502,59.314999,64.375000,62.448769,660920800
2019-11-05,64.262497,65.617500,63.842499,65.550003,63.588619,402510000
2019-11-12,65.387497,66.857498,65.230003,66.775002,64.971451,466215600
2019-11-19,66.974998,67.000000,65.099998,66.592499,64.793861,453142400
2019-11-26,66.735001,67.062500,65.625000,66.040001,64.256287,311548000
2019-12-03,64.577499,67.750000,64.072502,66.730003,64.927666,490154400
2019-12-10,67.150002,70.197502,66.464996,69.964996,68.075272,568261200
2019-12-17,69.892502,71.062500,69.639999,71.000000,69.082329,703106000
2019-12-24,71.172501,73.492500,70.730003,72.879997,70.911560,431980400
2019-12-31,72.482498,75.150002,72.379997,74.949997,72.925636,500996000
2020-01-07,74.959999,79.267502,74.290001,79.239998,77.099762,673236400
2020-01-14,79.175003,79.684998,77.387497,79.682503,77.530319,530523600
2020-01-21,79.297501,80.832497,76.220001,77.237503,75.151367,625625200
2020-01-28,78.150002,81.962502,75.555000,77.165001,75.080811,878583200
2020-02-04,78.827499,81.305000,78.407501,80.387497,78.216263,587901600
2020-02-11,80.900002,81.805000,79.677498,81.237503,79.230911,382914800
2020-02-18,78.839996,81.162498,72.307503,74.544998,72.703697,698830400
2020-02-25,75.237503,75.632500,64.092499,74.702499,72.857315,1517241200
2020-03-03,75.917503,76.000000,65.750000,66.542503,64.898872,1239148400
2020-03-10,69.285004,71.610001,60.000000,60.552502,59.056835,1652518400
2020-03-17,61.877499,64.402496,53.152500,56.092499,54.706993,1634592800
2020-03-24,59.090000,64.669998,58.575001,63.702499,62.129028,1215413600
2020-03-31,63.900002,65.777496,59.224998,65.617500,63.996723,870854800
2020-04-07,67.699997,68.425003,64.750000,68.312500,66.625160,664640000
2020-04-14,70.000000,72.062500,69.212502,69.232498,67.522438,828539600
2020-04-21,69.070000,71.135002,66.357498,70.792503,69.043907,665917200
2020-04-28,71.269997,74.750000,69.550003,73.290001,71.479706,806534400
2020-05-05,73.764999,79.262497,73.614998,78.752502,76.807274,685084800
2020-05-12,79.457497,79.922501,75.052498,78.739998,77.002975,823379600
2020-05-19,78.757500,80.222504,78.252502,79.722504,77.963821,397726400
2020-05-26,80.875000,81.059998,78.272499,80.462502,78.687492,606351600
2020-06-02,80.187500,83.400002,79.732498,83.364998,81.525948,512599200
2020-06-09,83.035004,88.692497,83.002502,85.747498,83.855888,854981200
2020-06-16,87.864998,89.864998,86.180000,89.717499,87.738289,776576800
2020-06-23,91.000000,93.095001,87.820000,90.445000,88.449753,878204000
2020-06-30,90.019997,93.945000,90.000000,93.462502,91.400696,483657600
