Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,107.084129,129.455063,106.778206,128.508606,99.782570,125924904
2019-02-01,129.034424,134.311661,126.309753,132.055450,102.536568,71610414
2019-03-01,133.183563,135.869980,127.705544,134.894836,105.961617,78122915
2019-04-01,135.286804,138.996170,130.267685,134.101334,105.338303,83886585
2019-05-01,134.369019,135.573608,121.271507,121.405357,95.365479,79011074
2019-06-01,121.510513,133.986618,121.472275,131.835571,104.788658,64163313
2019-07-01,133.460800,145.258133,133.011475,141.720840,112.645905,83848718
2019-08-01,142.351822,146.223709,123.164436,129.569794,102.987732,100678127
2019-09-01,128.919693,140.124283,127.466537,139.024857,111.805038,64655351
2019-10-01,139.187378,140.869980,125.143402,127.848946,102.817276,95625532
2019-11-01,128.585083,133.021027,126.912048,128.537292,103.370850,67751825
2019-12-01,128.537292,130.420654,124.942642,128.145309,104.272789,75159179
2020-01-01,129.063095,139.378586,127.342255,137.409180,111.810867,118459187
2020-02-01,137.906311,151.768646,120.803062,124.426384,101.246658,123581342
2020-03-01,125.000000,130.114716,86.577438,106.051628,87.196114,198819809
2020-04-01,101.682602,123.623329,99.923515,120.038239,98.695961,136705925
2020-05-01,117.772469,121.386230,106.892921,119.407265,98.177170,97154572
2020-06-01,119.158699,129.904404,110.783936,115.458893,96.203949,126567676
2020-07-01,114.980881,126.357552,110.133842,117.533463,97.932526,119434686
2020-08-01,118.068832,124.732315,116.778206,117.887192,98.227280,77439042
2020-09-01,117.447418,124.235184,111.357552,116.319313,98.189896,88369845
2020-10-01,116.978966,129.541107,101.261948,106.749519,90.111633,166434813
2020-11-01,107.695984,119.799232,106.271507,118.087952,99.682869,108438088
2020-12-01,118.451241,122.074570,116.367111,120.344170,103.060509,107553067
2021-01-01,120.315491,126.424477,112.198853,113.871895,97.517761,183999975
2021-02-01,114.627151,118.881454,112.925430,113.699806,97.370399,111617824
2021-03-01,115.057358,131.042068,113.537285,127.399620,110.560585,133852331
2021-04-01,127.877632,142.198853,124.646271,135.640533,117.712273,128573588
2021-05-01,137.485657,141.978973,134.722748,137.418732,119.255424,102542414
2021-06-01,138.623322,146.118546,136.749527,140.143402,122.978844,88332817
2021-07-01,140.497131,141.013382,130.219879,134.761002,118.255669,115710194
2021-08-01,135.229446,138.336517,131.175903,134.168259,117.735535,72891244
2021-09-01,133.824097,134.388138,126.940727,132.820267,117.894508,80160627
2021-10-01,134.799240,139.579346,119.139580,119.598473,106.158508,150725359
2021-11-01,119.550667,124.779999,114.559998,117.099998,103.940804,120104799
2021-12-01,118.250000,134.990005,116.559998,133.660004,120.223007,113968900
2022-01-01,134.070007,142.199997,124.190002,133.570007,120.142075,146976800
2022-02-01,133.759995,138.820007,118.809998,122.510002,110.193932,98534100
2022-03-01,122.669998,133.080002,120.699997,130.020004,118.357651,96571700
2022-04-01,129.660004,141.880005,124.910004,132.210007,120.351234,107684000
2022-05-01,133.000000,139.830002,125.800003,138.839996,126.386543,113226200
2022-06-01,139.669998,144.729996,132.850006,141.190002,130.084839,105811300
2022-07-01,141.000000,141.869995,125.129997,130.789993,120.502815,129791800
2022-08-01,130.750000,139.339996,128.399994,128.449997,118.346893,77419800
2022-09-01,128.399994,130.990005,118.610001,118.809998,110.844292,87265100
2022-10-01,120.160004,138.860001,115.550003,138.289993,129.018250,113478200
2022-11-01,138.250000,150.460007,133.970001,148.899994,138.916870,93661300
2022-12-01,149.979996,153.210007,137.199997,140.889999,133.011124,86424100
2023-01-01,141.100006,147.179993,132.979996,134.729996,127.195595,105575000
2023-02-01,134.490005,137.389999,128.860001,129.300003,122.069244,76080200
2023-03-01,128.899994,131.479996,121.709999,131.089996,125.279305,138239000
2023-04-01,130.970001,132.610001,124.559998,126.410004,120.806755,83679400
2023-05-01,126.349998,130.070007,120.550003,128.589996,122.890114,96207800
2023-06-01,128.440002,139.470001,127.779999,133.809998,129.622437,100711500
2023-07-01,133.419998,144.600006,131.550003,144.179993,139.667908,85773900
2023-08-01,144.250000,147.729996,139.759995,146.830002,142.234985,84268400
2023-09-01,147.259995,151.929993,139.610001,140.300003,137.473358,82798300
2023-10-01,140.039993,144.759995,135.869995,144.639999,141.725906,94385000
2023-11-01,145.000000,158.600006,144.449997,158.559998,155.365463,78458300
2023-12-01,158.410004,166.339996,158.000000,163.550003,162.072403,87828800
2024-01-01,162.830002,196.899994,157.889999,183.660004,182.000717,129883200
2024-02-01,183.630005,187.509995,181.490005,183.699997,182.040359,40521400
2024-02-14,185.000000,185.000000,182.259995,183.570007,183.570007,3171083
